valid_time,latitude,longitude,max_temperature,mean_temperature
01-01-24,18.8,72.8,300.28345,298.79312
01-01-24,19.05,72.8,300.91122,298.72922
01-02-24,18.8,72.8,298.07544,296.97256
01-02-24,19.05,72.8,298.61383,296.9688
01-03-24,18.8,72.8,300.19815,299.41925
01-03-24,19.05,72.8,300.85364,299.5681
01-04-24,18.8,72.8,302.151,300.6727
01-04-24,19.05,72.8,303.22922,300.935
01-05-24,18.8,72.8,303.05615,302.3444
01-05-24,19.05,72.8,303.93048,302.6805
01-06-24,18.8,72.8,303.91193,302.9686
01-06-24,19.05,72.8,304.38547,303.3207
01-07-24,18.8,72.8,301.85052,301.17105
01-07-24,19.05,72.8,302.2597,301.3173
01-08-24,18.8,72.8,300.61353,299.93164
01-08-24,19.05,72.8,300.95706,300.17984
01-09-24,18.8,72.8,301.09537,300.25974
01-09-24,19.05,72.8,301.52493,300.55698
01-10-24,18.8,72.8,302.4074,301.19742
01-10-24,19.05,72.8,303.2089,301.51254
01-11-24,18.8,72.8,303.03882,302.4567
01-11-24,19.05,72.8,303.78662,302.64603
01-12-24,18.8,72.8,301.2992,298.82047
01-12-24,19.05,72.8,301.44708,298.56006
02-01-24,18.8,72.8,300.1916,298.49875
02-01-24,19.05,72.8,300.74103,298.4006
02-02-24,18.8,72.8,299.16095,297.24063
02-02-24,19.05,72.8,299.80566,297.3367
02-03-24,18.8,72.8,299.56326,298.64584
02-03-24,19.05,72.8,300.02652,298.72867
02-04-24,18.8,72.8,301.23196,300.06802
02-04-24,19.05,72.8,301.77173,300.22287
02-05-24,18.8,72.8,302.7322,301.58856
02-05-24,19.05,72.8,303.15497,301.8137
02-06-24,18.8,72.8,304.10492,303.34943
02-06-24,19.05,72.8,304.63803,303.66592
02-07-24,18.8,72.8,302.41077,301.6562
02-07-24,19.05,72.8,302.60925,301.8655
02-08-24,18.8,72.8,299.77942,299.5955
02-08-24,19.05,72.8,300.28668,299.85654
02-09-24,18.8,72.8,300.7916,300.29648
02-09-24,19.05,72.8,300.98123,300.39407
02-10-24,18.8,72.8,302.15933,301.3527
02-10-24,19.05,72.8,302.62778,301.61383
02-11-24,18.8,72.8,303.8711,302.34384
02-11-24,19.05,72.8,304.5543,302.4847
02-12-24,18.8,72.8,301.66113,299.68118
02-12-24,19.05,72.8,302.4242,299.6453
03-01-24,18.8,72.8,299.84067,298.13846
03-01-24,19.05,72.8,300.2464,297.95554
03-02-24,18.8,72.8,300.87143,298.4537
03-02-24,19.05,72.8,301.9573,298.54953
03-03-24,18.8,72.8,298.72888,297.88968
03-03-24,19.05,72.8,298.76273,297.95206
03-04-24,18.8,72.8,301.18295,299.98428
03-04-24,19.05,72.8,301.9955,300.20236
03-05-24,18.8,72.8,302.1422,301.0878
03-05-24,19.05,72.8,302.737,301.32852
03-06-24,18.8,72.8,303.89072,303.19693
03-06-24,19.05,72.8,304.27502,303.49564
03-07-24,18.8,72.8,302.4683,302.13394
03-07-24,19.05,72.8,302.83154,302.36945
03-08-24,18.8,72.8,299.99887,299.7146
